epoch,G_total,G_l1,G_adv,G_fft,G_vgg,D_total
73,25.62285516357422,23.724085199991862,1.8987700040340423,0.0,0.0,0.36560387311379117
74,25.595073870340983,23.70228116607666,1.8927926767667134,0.0,0.0,0.3699409373601278
75,25.603596466064452,23.701198590596515,1.902397914091746,0.0,0.0,0.3585290169219176
76,25.47140847524007,23.54233202870687,1.9290764583349227,0.0,0.0,0.3680918526649475
77,25.421946553548178,23.509449137369792,1.912497400045395,0.0,0.0,0.36199109417200087
78,25.353282030741372,23.449776344299316,1.9035056826670964,0.0,0.0,0.3598019126156966
79,25.36292692565918,23.462429061889647,1.9004978876113892,0.0,0.0,0.35288822535673775
80,25.289944750467935,23.39404379526774,1.8959009276628493,0.0,0.0,0.3511525554557641
81,25.246777982076008,23.34757678222656,1.899201226790746,0.0,0.0,0.3481435966094335
82,25.201028076171873,23.2921071395874,1.9089209503332774,0.0,0.0,0.3441330573161443
83,25.151242123921712,23.242425689697267,1.9088164607683817,0.0,0.0,0.33885884094238283
84,25.103076906840005,23.203342409769693,1.8997345198790232,0.0,0.0,0.3418165281116962
85,25.06528058115641,23.18419533030192,1.8810852350393932,0.0,0.0,0.3348753834267457
86,25.028975865681968,23.135435251871744,1.893540624777476,0.0,0.0,0.33393640677134195
87,25.023568857828774,23.138941602071128,1.8846272671222686,0.0,0.0,0.3304679573674997
88,24.99178737640381,23.07727643076579,1.9145109269618987,0.0,0.0,0.3247123409310977
89,24.956937342325848,23.045148272196453,1.9117890962759654,0.0,0.0,0.31826084769765534
90,24.921393053690593,23.02391258239746,1.8974804769357045,0.0,0.0,0.3165204206506411
91,24.8880704015096,22.99965423075358,1.888416176478068,0.0,0.0,0.31789585036039353
92,24.870519355773926,22.96335910542806,1.9071602482795715,0.0,0.0,0.3115247646768888
93,24.803402610778807,22.888208063761393,1.9151945650577544,0.0,0.0,0.30287249090274176
94,24.775660138448078,22.856248257954917,1.9194119004408519,0.0,0.0,0.2993127796649933
95,24.786232518513998,22.8899790725708,1.8962534391085306,0.0,0.0,0.29644781624277433
96,24.73137469736735,22.819855646769206,1.911519057671229,0.0,0.0,0.2988738190134366
97,24.703689898173014,22.79650809733073,1.9071818133195242,0.0,0.0,0.2900718841056029
98,24.66779125213623,22.754367688496906,1.9134235820770265,0.0,0.0,0.2852655133505662
99,24.70255044301351,22.78027823384603,1.9222722256183624,0.0,0.0,0.2839594520131747
100,24.666949935913085,22.758874643961587,1.9080753093560536,0.0,0.0,0.27920497340957323
